Date,PH
2020/2/7,9.45E-05
2020/2/10,6.10E-05
2020/2/11,0.000176353
2020/2/12,6.07E-05
2020/2/13,1.70E-05
2020/2/14,3.14E-05
2020/2/18,3.56E-05
2020/2/19,3.23E-05
2020/2/20,0.000268682
2020/2/21,1.38E-07
2020/2/24,0.00334316
2020/2/25,0.00188516
2020/2/26,0.000627181
2020/2/27,0.000400921
2020/2/28,3.78E-05
2020/3/2,0.001718251
2020/3/3,0.001029047
2020/3/4,0.0017899
2020/3/5,0.007489101
2020/3/6,0.006141468
2020/3/9,0.014160048
2020/3/10,0.007871655
2020/3/11,0.006512311
2020/3/12,0.015451941
2020/3/13,0.005375681
2020/3/16,0.030721985
2020/3/17,0.001909537
2020/3/18,0.033336098
2020/3/19,0.000283413
2020/3/20,0.000303472
2020/3/23,0.002372866
2020/3/24,0.028582199
2020/3/25,0.008271759
2020/3/26,0.000978242
2020/3/27,0.005424972
2020/3/30,0.005201475
2020/3/31,2.27E-05
2020/4/1,0.012340886
2020/4/2,0.000548134
2020/4/3,0.00066704
2020/4/6,0.014759618
2020/4/7,0.000146057
2020/4/8,0.004355554
2020/4/9,0.000696083
2020/4/13,0.001942976
2020/4/14,0.000518709
2020/4/15,0.006626625
2020/4/16,0.001514412
2020/4/17,0.009084045
2020/4/20,0.000960687
2020/4/21,0.000890259
2020/4/22,0.0002748
2020/4/23,1.28E-06
2020/4/24,0.000349654
2020/4/27,0.002382206
2020/4/28,0.00108715
2020/4/29,0.004715516
2020/4/30,6.40E-05
2020/5/1,0.001049337
2020/5/4,0.000525587
2020/5/5,0.000394425
2020/5/6,1.53E-06
2020/5/7,0.000517951
2020/5/8,0.000999346
2020/5/11,0.000269194
2020/5/12,0.001329076
2020/5/13,0.001563237
2020/5/14,0.000826011
2020/5/15,0.000212814
2020/5/18,0.005544602
2020/5/19,3.76E-05
2020/5/20,0.000647485
2020/5/21,9.47E-05
2020/5/22,8.09E-07
2020/5/26,0.005420521
2020/5/27,0.000499539
2020/5/28,0.000721987
2020/5/29,4.11E-05
2020/6/1,0.000271505
2020/6/2,0.000141579
2020/6/3,0.003419658
2020/6/4,8.12E-06
